formula,target
KTlCl3,32.35484402839662
SrFe2S2O,26.82614371721106
ZrI2,0.03551760744798512
Ba3AlN3,0.021749763213364845
LiIO4,15.677621264907076
TeO3,3.222561549321322
Li2V3TeO8,32.00550464185587
Rb2ZrO3,1.3871060712296248
Ba4OF6,0.173782508625246
Mg2Cr3CoS8,16.053941504774368
Li3Cr(CO3)3,12.062133021656955
Ga(MoSe2)4,1.881738696398108
LiSiNiO4,16.502927006224223
RbCrClO3,6.903669748333526
LiSn2P3O10,5.333048666563008
Na3MnO3,28.487727101885678
ZnB4O7,0.0
ScFeO3,8.479558094247283
LiMn2(PO4)2,16.596627450416435
Li2CrSiO4,21.014391765949014
Cs2O,15.286689809676673
CuTeSeI,31.289087940554793
V6O7F5,2.544251032917456
H6CIN,0.058635466457634046
Sn2P2O7,5.729998489503252
BeZnS2,2.6460611810320316
LiCrBO3,13.012567142002743
Ca3TiNiO6,2.833976935546046
Na5VO5,13.421612422336219
Ba2In2O5,30.971976341963764
BaSnF4,0.004446016102864975
CuI,23.19360562966656
Y2ZrWO8,2.097996882409742
TaAg7S6,7.462800392316195
ZnGaNO,2.9285416112436837
Li5V4O12F,13.648010852427516
Cs2AlTlBr6,4.746461979221846
RbAlH4,4.5888023396800754
Na3Ir(NO2)6,9.923067892162694
Ga(FeO2)2,31.147669129009657
RuC3Br2O3,18.275887948880932
Ca7ZrN6,25.27017579900175
Li2TiCoO4,20.976640032128888
AlIO,17.281002936278647
Mg2Nb3Bi3O14,12.743080670813791
SbS2NCl8,26.49351173839235
Ca2Sn3S8,26.861910373790508
K2TlAsCl6,29.424244715731714
RbCO3,0.05924804601898981
K2AlInF6,0.0044460706182094115
Li6TeO6,1.4317853998207197
Li2Ti2O5,0.2418798343687547
K2Se(SO3)2,4.903118270664794
MnH4(CO3)2,6.7569068827540715
CsInO2,19.22566685296823
Li4Y3MnO8,29.928164225151466
BaSr2I6,2.0727633098430607
Sn3(OF)2,22.03700218739186
Sb3O2F5,1.3996430832659728
Na4Ti7O16,12.749762996470649
Pb2NO5,3.810105680968191
BaSrSi4,25.32282289904495
ZnSiO3,1.0211191368598627
BaWO4,11.681399976386306
Na5NiCO5,17.829227861736026
SbPO4,2.1687584394484514
ZrCrAgS4,11.346207522800904
V3As2O9,6.836307678909168
CaGaSnH,25.10365568970586
Na3CoO3,17.720684861809996
Sr9(CrN4)2,0.9545175817807733
InPb2I5,19.141888918751164
Ca2In2O5,15.191535923253172
K2ScInCl6,9.775671801492948
RbReSO3,6.906691778098464
Cs2AsBrCl6,16.401752464657587
Li3SiBiO5,2.185659902895534
Li2Mo(PO4)2,19.22948838499157
Cs2KAlBr6,1.7909055366663669
KMg3(SiO3)4,27.307801409022126
P2S3,10.384808052147312
Mg2BO4,5.405352763659987
CsSeBr3,28.7245884519245
LiNi6O6F,0.2428828490247935
Cs3SbF6,0.05924785602794685
Zr2Bi2O7,6.720120464994546
RbTaO3,12.904879105914594
ZnCoO3,0.08679594372974689
KLiNiO2,13.775365647456193
BaCN2,9.248810183513081
